,ID,Source,date,art_type,authors,title,keywords,abstract,affiliations,publisher,doi,citations,Citations per year,Include,ML/DL techniques,Country,Spatial,Index analysed,Output produced,Variables,source,Spatial resolution,Time resolution,Comments,Accuracy,Feature selection,FS Comments,Optimization,Optimization comments,Transformation,Transformation comments,Decomposition,Decomposition comments,Outlier removal,OR comments,Gap fill,GF comments
64,2-s2.0-85180953591,Scopus,2023,Article,Andres D.; Isa S.M.,A COMPARISON OF THREE DEEP LEARNING METHODS FOR PREDICTING LAND SURFACE TEMPERATURE USING LANDSAT 8 IMAGERY,BiLSTM; CNN-LSTM; Jakarta Province; Land Surface Temperature; LSTM; Remote sensing; Urban heat island,"Land Surface Temperature (LST) is a part of temperature that explains the general temperature condition of an environment. A number of variables, including weather, cloud cover, and time spent in the sun, can have an impact on LST. The present LST situation in DKI Jakarta has substantially changed as a result of the pandemic. In the upcoming years, these changes will have an impact on LST prediction. Therefore, the aim of this study is to compare three selected popular deep learning methods to see which one is the most effective at correctly predicting LST changes. Long Short-Term Memory (LSTM), Bidirectional Long Short-Term Memory (BiLSTM), and Convolutional Neural Network with LSTM are chosen to compare each other. The results show that BiLSTM made a higher accurate prediction than other compared models with Root Mean Square Error (RMSE) of 1.08039, Mean Absolute Error (MAE) of 0.79138, Mean Absolute Percentage Error (MAPE) of 0.02959, and Coefficient of Determination (R2) Score of 0.53124. However, CNN-LSTM is faster in training and predicting based on computing time and provides a decent degree of prediction accuracy with RMSE of 1.21163, MAE of 0.94616, MAPE of 0.03501, and R2 Score of 0.41045. © 2023 ICIC International. All rights reserved.","BINUS Graduate Program – Master of Computer Science, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, 11480, Indonesia",ICIC Express Letters,10.24507/icicel.17.11.1177,0,0,No,,Indonesia,,,,,,,,,,,,,,,,,,,,,
65,2-s2.0-85154609409,Scopus,2023,Review,Wang H.; Yang J.; Chen G.; Ren C.; Zhang J.,Machine learning applications on air temperature prediction in the urban canopy layer: A critical review of 2011–2022,Artificial intelligence; Machine learning; Urban heat island; Urban temperature,"Air temperature within the urban canopy layer is one of the most critical variables that impact the environmental sustainability of cities. With advantages in computational speed, machine learning approaches have been increasingly applied for urban air temperature prediction. Yet the current status and limitations of machine learning applications remain largely unclear. This study critically reviews 45 articles that use machine learning for urban air temperature prediction between 2011 and 2022. By separating the studies into two groups, we find that tree-based models fit for spatial prediction and neural network models work for temporal prediction. For spatial prediction, the root-mean-square error (RMSE) varies from 0.10 to 2.60 °C, and there is no clear relationship between RMSE and spatial resolution. Prediction errors of temporal studies tend to increase with the time horizon, with an RMSE of 1.35 ± 0.60 °C (4.02 ± 0.93 °C) for 4-h (5-days) ahead prediction. We provide three key recommendations to enhance the reliability and performance of future machine learning applications: 1) reporting metadata, quality control process, and model evaluation in detail, 2) fusing the temperature data from different sources and diversifying predictor variables, and 3) improving machine learning by stacking and integration with physical-based models. © 2023 Elsevier B.V.","Department of Civil and Environmental Engineering, The Hong Kong University of Science and Technology, Hong Kong; Division of Landscape Architecture, Faculty of Architecture, The University of Hong Kong, Hong Kong",Urban Climate,10.1016/j.uclim.2023.101499,0,0,No,,Hong Kong,,,,,,,,,,,,,,,,,,,,,
73,2-s2.0-85152965751,Scopus,2023,Article,Chong C.H.; Jason Loo J.Y.S.; Yap D.J.J.; Chan Z.J.; Abubakar M.; Suresh S.A.L.; Ali Elleithy A.W.M.; Gan W.L.; Tan W.H.; Hong W.T.; Maul T.,A DEEP LEARNING METHOD TO PREDICT OUTDOOR TEMPERATURE PROFILE OF PAVEMENT BRICKS WITH PHASE CHANGE MATERIALS,Machine learning; Modelling; Phase change materials; Temperature profile,"Urban heat islands are one of the common issues of the 21st century. Phase change materials could potentially minimise the impact of the urban heat island. There is growing interest in using phase change material (PCM) incorporated bricks for building materials and the results so far have been promising. The objective of this study was to evaluate the temperature profiles of phase change materials, develop a corresponding machine learning dataset, and design a deep learning method to predict temperature profiles from PCM variables. The phase change materials selected in this study were lauric acids, stearic acids, and paraffin wax. The normalized data was split into a training set and a test set with a ratio of 9:1. Further to this, for the purpose of training the model, the original heatmap images were resized to a dimension of 160 x 120 pixels. The mean squared error between heat maps from the test set and corresponding predictions was computed, yielding an error of 0.0465, which is consistent with the viability of the approach. This work demonstrates that deep learning models based on fully connected and convolutional layers are capable of accurately predicting heat maps from PCM variables, even when relatively small datasets are used, and therefore that they are a good place to start for authors conducting similar work. © School of Engineering, Taylor’s University.","Department of Chemical and Environmental Engineering, Faculty of Science and Engineering, University of Nottingham, Jalan Broga, Semenyih, 43500, Malaysia; School of Computer Science, University of Nottingham Malaysia, Selangor, 43500, Malaysia; School of Energy, Geoscience, Infrastructure and Society, Heriot-Watt University Malaysia, Putrajaya, 62200, Malaysia",Journal of Engineering Science and Technology,,0,0,No,,Malaysia,,,,,,,,,,,,,,,,,,,,,
77,2-s2.0-85165303146,Scopus,2023,Article,Rao P.; Tassinari P.; Torreggiani D.,Exploring the land-use urban heat island nexus under climate change conditions using machine learning approach: A spatio-temporal analysis of remotely sensed data,Built-up index; Google earth engine; Machine learning; Spatio-temporal; Surface UHI intensity; Vegetation index,"Urbanization strongly correlates with land use land cover (LULC) dynamics, which further links to changes in land surface temperature (LST) & urban heat island (UHI) intensity. Each LULC type influences UHI differently with changing climate, therefore knowing this impact & connection is critical. To understand such relations, long temporal studies using remote sensing data play promising role by analysing the trend with continuity over vast area. Therefore, this study is aimed at machine learning centred spatio-temporal analysis of LST and land use indices to identify their intra-urban interaction during 1991–2021 (summer) in Imola city (specifically representing small urban environment) using Landsat-5/8 imageries. It was found that LST in 2021 increased by 38.36% from 1991, whereas average Normalised Difference Built-up Index (NDBI) increased by 43.75%, associating with increased thermal stress area evaluated using ecological evaluation index. Major LULC transformations included green area into agricultural arable-land and built-up. Finally, the modelled output shows that built-up & vegetation index have strongly impacted LST. This study, help to understand the relative impact of land-use dynamics on LST at intra-urban level specifically with respect to the small urban settings. Further assisting in designing and regenerating urban contexts with stable configuration, considering sustainability and liveable climate, for benefit of health of public and fragile population in particular. © 2023 The Authors","Department of Agricultural and Food Sciences, University of Bologna, Bologna, 40126, Italy",Heliyon,10.1016/j.heliyon.2023.e18423,0,0,Yes,"GBRT,SHAP",Italy,Yes,UTFVI,"LST, LULC","LST,LULC,NDVI,NDBI",Landsat 5/8,,,The relationship btw LULC and UHI is estimated using ML.,,,,,,,,,,,,,
79,2-s2.0-85165382898,Scopus,2023,Article,Lalonde M.; Oudin L.; Bastin S.,Urban effects on precipitation: Do the diversity of research strategies and urban characteristics preclude general conclusions?,Climate; Modeling study; Observational study; Research strategy; Urban precipitation,"The urban effect on precipitation is a potential increase or decrease of precipitation upon and around urban areas induced by urban processes such as the urban heat island, aerosol emissions, or increased surface roughness. In the last 50 years, many studies have tried to characterize the influence of urban areas on precipitation, as understanding and predicting the effect would enable its mitigation. To summarize previous investigations on the urban effect on precipitation, we review and classify the urban characteristics of studied cities and research strategies used in articles. We then analyze with machine learning the influence of these research strategies and urban characteristics on the results found by articles. Investigating over 174 experiments from 48 articles, we find that the results are mostly sensitive to the dataset type. Modeling studies and those using rain gauges and satellite data agree on an increase in precipitation caused by urban areas while studies based on radar data do not reach a consensus since many of them do not identify an effect. Also, increases in precipitation are more consensual in temperate climates than in continental climates. Future research should focus on multi-city analysis with transferable methodologies to understand the urban effect variations between cities. © 2023 Elsevier B.V.","Sorbonne Université, CNRS, EPHE, UMR METIS, Paris, France; LATMOS/IPSL, UVSQ Université Paris-Saclay, Sorbonne Université, CNRS, Guyancourt, France",Urban Climate,10.1016/j.uclim.2023.101605,0,0,No,,France,,,,,,,,,,,,,,,,,,,,,
81,2-s2.0-85175001964,Scopus,2023,Article,Abou Samra R.M.,"“Investigating and mapping day-night urban heat island and its driving factors using Sentinel/MODIS data and Google Earth Engine. Case study: Greater Cairo, Egypt”",Google Earth Engine; Influencing factors; Machine learning; SAR data; Urban footprint mapping; Urban heat island,"Urban heat islands (UHI) represent one of the substantial human-induced challenges endangering urban livelihoods. UHI and climate change have significant interactions. Progressively rising warming tendencies are exacerbating higher temperatures in UHI regions. Using time-series data, we examined annual and seasonal day-night UHI intensity and its driving factors in Greater Cairo (GC), which is considered Egypt's megacity, between April 2021 and March 2022. Since Sentinel-1 synthetic aperture radar (SAR) proposes unique horizons for mapping urban areas, we used SAR data and the Random Forest (RF) algorithm for urban footprint extraction in the search region. Sentinel-3 SLSTR thermal images were utilized to derive annual and seasonal day-night land surface temperatures (LST) during the research period. A spatio-temporal assessment of tropospheric NO2, SO2, CO, and aerosol concentrations was performed via the Sentinel-5 Precursor TROPOspheric Monitoring Instrument (TROPOMI), MODIS, and Google Earth Engine (GEE) applications. The annual average UHI intensity was higher in Egypt's megacity during the nighttime (3.27 K) than during the daytime (0.50 K). This finding indicates that driving forces are boosting temperatures in urban regions at night. The seasonal average day-night UHI intensities have the highest values during the winter, followed by the summer. Significant influencing factors concerning UHI intensity varied between the daytime and nighttime. Moreover, NDBI, PV, NDVI, altitude, and wind speed were the driving factors that were influential during the day and at night. These results can be used to establish effective adaptation measures for combating the impacts of climatic change and UHI. © 2023 Elsevier B.V.","Environmental Sciences Department, Faculty of Science, Damietta University, PO Box 34517, New Damietta City, Egypt",Urban Climate,10.1016/j.uclim.2023.101729,0,0,Yes,LR,Egypt,Yes,UHI,"UHI,LULC","LST
Built up areas
air pollution
NDVI and other indices
ancillary data","Sentinel-3 and MODIS
Sentinel-1 (derived)
Sentinel-5P
Sentinel-2
Authoritative (national) data",,,RF was used to classify the built-up areas with Sentinel-1.,"91,5% overall accuracy",,,,,,,,,,,,
86,2-s2.0-85171671542,Scopus,2023,Article,Milà C.; Ballester J.; Basagaña X.; Nieuwenhuijsen M.J.; Tonne C.,Estimating daily air temperature and pollution in Catalonia: A comprehensive spatiotemporal modelling of multiple exposures,Air pollution; Air temperature; Explainable machine learning; Remote sensing; TROPOMI,"Environmental epidemiology studies require models of multiple exposures to adjust for co-exposure and explore interactions. We estimated spatiotemporal exposure to surface air temperature and pollution (PM2.5, PM10, NO2, O3) at high spatiotemporal resolution (daily, 250 m) for 2018–2020 in Catalonia. Innovations include the use of TROPOMI products, a data split for remote sensing gap-filling evaluation, estimation of prediction uncertainty, and use of explainable machine learning. We compiled meteorological and air quality station measurements, climate and atmospheric composition reanalyses, remote sensing products, and other spatiotemporal data. We performed gap-filling of remotely-sensed products using Random Forest (RF) models and validated them using Out-Of-Bag (OOB) samples and a structured data split. The exposure modelling workflow consisted of: 1) PM2.5 station imputation with PM10 data; 2) quantile RF (QRF) model fitting; and 3) geostatistical residual spatial interpolation. Prediction uncertainty was estimated using QRF. SHAP values were used to examine variable importance and the fitted relationships. Model performance was assessed via nested CV at the station level. Evaluation of the gap-filling models using the structured split showed error underestimation when using OOB. Temperature models had the best performance (R2 =0.98) followed by the gaseous air pollutants (R2 =0.81 for NO2 and 0.86 for O3), while the performance of the PM2.5 and PM10 models was lower (R2 =0.57 and 0.63 respectively). Predicted exposure patterns captured urban heat island effects, dust advection events, and NO2 hotspots. SHAP values estimated a high importance of TROPOMI tropospheric NO2 columns in PM and NO2 models, and confirmed that the fitted associations conformed to prior knowledge. Our work highlights the importance of correctly validating gap-filling models and the potential of TROPOMI measurements. Moderate performance in PM models can be partly explained by the poor station coverage. Our exposure estimates can be used in epidemiological studies potentially accounting for exposure uncertainty. © 2023 The Author(s)","ISGlobal, Barcelona, Spain; Universitat Pompeu Fabra (UPF), Barcelona, Spain; CIBER Epidemiología y Salud Pública, Barcelona, Spain",Environmental Pollution,10.1016/j.envpol.2023.122501,0,0,No,,Spain,Yes,Air temperature,,,,,,,,,,,,,,,,,,,
87,2-s2.0-85171989213,Scopus,2023,Article,Liu Z.; Fu L.; Wu C.; Zhang Z.; Zhang Z.; Lin X.; Li X.; Hu Y.; Ge H.,Spatialized importance of key factors affecting park cooling intensity based on the park scale,Cooling intensity; Shapley additive explanations; Spatial importance; Urban parks; XGBoost regression,"Urban parks have been considered as an environmental mitigation strategy for heat island effect, but the spatial contribution of influencing factors affecting Park Cooling Intensity (PCI) is still uncertain. In this study, we selected 814 urban parks in Zhejiang Province, China to locate the key factors and their specific relative importance on the park scale by using the combination of eXtreme Gradient Boosting tree (XGBoost) and Shapley Additive exPlanations algorithm (SHAP). The results are as follows: (1) Most parks in the province had a cooling effect with an average PCI of 1.98°C. (2) Park area was the most important factor for PCI globally, followed by the patch density inside the park, but the water-derived factors except park inner waters were not at the forefront. (3) The significance of the water-related features (BUFwidth, waterLPI etc.) were remarkable for riverine parks indicated by heuristic local SHAP values. This study demonstrates that the interpretable algorithm combined with machine learning method is helpful to reveal the spatially explicit contribution of key factors for urban parks at a finer scale for more scientific management. © 2023 Elsevier Ltd","College of Geography and Environmental Sciences, Zhejiang Normal University, Jinhua, 321004, China; Key Laboratory of Watershed Earth Surface Processes and Ecological Security, Zhejiang Normal University, Jinhua, 321004, China; Hebei Provincial Engineering Research Center for Remote Sensing Technology and Application of Land and Resources, Shijiazhuang, 050031, China; The First Surveying and Mapping Institute of Hebei Province, Shijiazhuang, 050031, China",Sustainable Cities and Society,10.1016/j.scs.2023.104952,0,0,No,,China,,,,,,,,,,,,,,,,,,,,,
88,2-s2.0-85172999756,Scopus,2023,Article,Afshari A.; Vogel J.; Chockalingam G.,Statistical Downscaling of SEVIRI Land Surface Temperature to WRF Near-Surface Air Temperature Using a Deep Learning Model,deep learning; downscaling; ensemble modeling; LCZ; LST; U-Net; WRF,"The analysis of the near-surface air temperature is vital for many applications such as urban heat islands and climate change studies. In particular, extreme weather events are typically localized and so should the corresponding adaptation measures. However, climate scientists are often confronted with the difficulty of providing reliable predictions at high spatial resolutions in the order of 1 km. We propose to train a convolutional neural network model to emulate the hourly high-resolution near-surface air temperature field simulated by the Weather Research and Forecasting (WRF) software over a period of 18 months. The model is driven by current and past lags of coarse SEVIRI land surface temperature fields. This nowcasting application implements a downscaling of the spatial resolution of the input by about a factor of four, while establishing a correlation between current and past land surface temperature maps and the current near-surface air temperature field. The U-Net variant that is proposed in this study uses regularization to prevent over-fitting and implements a novel space-time approach, where multiple time steps are fed into the model through 3D convolution layers. Besides LST, the model also uses urban density as additional static input to be able to predict the temperature more accurately in urban areas and to improve the generalizability of the trained model. The performance of our U-Net model is assessed via comparison to an MLR benchmark (ridge regularization). The model is shown to be superior on all performance metrics. It achieves a mean absolute error of 1.36 (Formula presented.) C versus 1.49 (Formula presented.) C for benchmark (a 9% relative improvement) and a root mean square error of 1.77 (Formula presented.) C versus 1.91 (Formula presented.) C for benchmark (a 7% relative improvement). The absolute error of the model is less than 2 (Formula presented.) C for 77% of the prediction points versus 72% for the benchmark (a 7% relative improvement). The improvement over the benchmark is even more significant during extreme hot periods. We demonstrate the generalizability of the approach by testing the trained model on unseen spatial domains. © 2023 by the authors.","Fraunhofer Institute for Building Physics, Fraunhoferstraße 10, Valley, 83626, Germany",Remote Sensing,10.3390/rs15184447,0,0,No,,Germany,,,,,,,,,,,,,,,,,,,,,
89,2-s2.0-85165208214,Scopus,2023,Article,Le M.T.; Bakaeva N.,"A Technique for Generating Preliminary Satellite Data to Evaluate SUHI Using Cloud Computing: A Case Study in Moscow, Russia",Google Earth Engine; machine learning; particulate matter (PM); random forest (RF); surface urban heat island (SUHI),"The expansion of construction zones, transportation, and utilities for industry and high-tech areas due to human activities has caused the deterioration of the natural ecological environment. As cities face problems related to the surface urban heat island (SUHI) effect and environmental pollution, there is an urgent need to develop new methods for the ecological–microclimatic assessment and structural–functional planning of urban areas. The main goal of this study was to demonstrate the evolution of the surface urban heat island (SUHI) effect in Moscow over a long period and to determine the interaction between SUHIs and urban pollution islands (UPIs) using a geospatial analysis platform while optimizing vegetation classification with machine learning. Additionally, we are creating a digital database for modeling the sustainability of cities on the GEE platform using cloud computing. This study used cloud computing and remote sensing image analysis platforms for a 17-year temporal-series ecological–microclimatic assessment, which provided a sequence of values describing the ongoing process of changes in the ecological conditions of Moscow over time. Combining machine learning with the random forest algorithm (RF) improved vegetation classification accuracy while reducing computation time. The study findings demonstrated how the SUHI affected Moscow’s territory and showed the urban areas significantly impacted by this phenomenon. The locations of surface urban heat islands in Moscow and areas affected by SUHI and UPI were identified using numerical modeling of the urban thermal field variance index (UTFVI). From the findings, we identified the need to develop a new method for obtaining geospatial data for assessing the interaction between UPIs and SUHIs using cloud computing and mathematical data models. © 2023 by the authors.","Department of Urban Planning, Moscow State University of Civil Engineering, 26, Yaroslavskoye Shosse, Moscow, 129337, Russian Federation",Remote Sensing,10.3390/rs15133294,0,0,No,,Russian Federation,,,,,,,,,,,,,,,,,,,,,
94,2-s2.0-85175181016,Scopus,2023,Article,Varentsov M.; Krinitskiy M.; Stepanenko V.,Machine Learning for Simulation of Urban Heat Island Dynamics Based on Large-Scale Meteorological Conditions,climate change; Moscow; regression; statistical modeling; urban climate; urban heat island; urbanization,GBRT,"Research Computing Center, Lomonosov Moscow State University, 1/4 Leninskie Gory, Moscow, 119234, Russian Federation; Moscow Center for Fundamental and Applied Mathematics, 1 Leninskie Gory, Moscow, 119991, Russian Federation; Shirshov Institute of Oceanology, Russian Academy of Sciences, 36 Nakhimovskiy prospect, Moscow, 117997, Russian Federation; Moscow Institute of Physics and Technology, 9 Institutskiy per., Dolgoprudny, 141701, Russian Federation; Faculty of Geography, Lomonosov Moscow State University, 1 Leninskie Gory, Moscow, 119991, Russian Federation",Climate,10.3390/cli11100200,0,0,,,Russian Federation,,,,,,,,,,,,,,,,,,,,,
97,2-s2.0-85181487701,Scopus,2023,Article,Shafi M.; Jain A.; Zaman M.,"Machine learning based UHI data assessment to model the relationship between LULC and LST: case study of Srinagar City, Jammu & Kashmir, India",Land surface temperature; Land use land cover; Machine learning; Urban heat islands,"The pressing issue of global climate change is being rigorously examined, with urban heat islands (UHIs) identified as a contributing factor. A UHI is a city or town area exhibiting a temperature variance from its surrounding environment. Researchers employ various relative UHI parameters to model UHI data and predict temperature fluctuations. For the study area of Srinagar City, Jammu & Kashmir, India, land surface temperature (LST) data and its correlated parameters were sourced from satellite imagery. The LST data for the region were analyzed to understand the development and investigate the UHI effect and its variations. Utilizing an 8-day revisit period during the busiest season month, the Moderate Resolution Imaging Spectroradiometer (MODIS) satellite provided LST data from 2001 to 2021. To address the large dataset, which includes 16 samples of LST data per square kilometer each year measured in Kelvin (K), different machine learning (ML) techniques were employed to establish associations for UHI modeling. These clusters were then compared with established scientific categories in the study area. The long short-term memory neural network (LSTM) model, using time-series data, predicted changes in urbanized areas, vegetation cover, wetlands, and other factors. For land use land cover (LULC) prediction, the neural network (NN) model outperformed all others, with Regression (R) = 0.897, Validation = 0.912, and Training = 0.931, and mean squared error (MSE) = 2.012, Validation = 0.191, and Training = 1.124. This paper strives to identify and analyze the relationship between LULC change and LST variations in the context of urbanization. Initially, it examines the correlations between LST and variables such as vegetation, man-made structures, and agriculture, employing built-up indices within each LULC category and vegetation cover. Subsequently, it assesses the impacts of LULC change and urbanization on UHI using hot spot and urban landscape analyses. Finally, it proposes a model employing non-parametric regression to predict future urban climate trends, considering anticipated changes in land cover and land use. © 2023 Mujtaba Shafi et al.","University Institute of Computing, Chandigarh University, Punjab, Gharuan, Mohali, India; Directorate of IT & SS, University of Kashmir, Hazratbal, Srinagar, India",International Journal of Advanced Technology and Engineering Exploration,10.19101/ijatee.2022.10100536,0,0,,,India,,,,,,,,,,,,,,,,,,,,,
100,2-s2.0-85166963960,Scopus,2023,Article,Calis G.; Yildizel S.A.; Keskin U.S.,Predicting Compressive Strength of Color Pigment Incorporated Roller Compacted Concrete via Machine Learning Algorithms: A Comparative Study,ANN; Bagging regressor; Gradient boosting; Linear regression; Machine learning; Random forest; Roller compacted concrete; Support vector machines,"Due to its low albedo, traditional asphalt pavement contributes to the urban heat island effect. Color pigment added roller compacted high performance concrete is a novel approach to reducing the urban heat island effect through the use of paving materials. In this study, color pigment added roller compacted concrete specimens were produced and evaluate via the machine learning algorithms. Predicting compressive strength of concrete by utilization of machine learning methods is highly preferred method by scholars and professionals since ingredients’ resources are intensive and time consuming. This research focused to predict the compressive strength of color pigment incorporated roller compacted concrete by applying multiple linear regression (ML), gradient boosting (GB), random forest (RF), support vector machines (SVM), artificial neural network (ANN) and bagging algorithms (BGG). A comprehensive database containing coarse aggregates, fine aggregate, water, cement and pigment amounts and density, age information as input parameters. The analysis results reveal that Bagging algorithm was able to obtain more satisfactory results than the other algorithms in predicting compressive strength (CS) of color pigment incorporated roller compacted concrete. In this algorithm, root mean square error (RMSE) was determined to be 1.53, R 2 to be 0.962, mean absolute error (MAE) to be 0.916, and mean absolute percentage error (MAPE) to be 0.033. ANN algorithm showed significant accuracy in prediction process with RMSE of 1.725, R 2 of 0.949, MAE of 1.144, and MAPE of 0.040. The lowest accuracy was obtained in SVM algorithm with RMSE of 26.910 R 2 of 0.512, MAE of 3.981, and MAPE of 0.040. Therefore, the present study can provide an efficient option for estimating the of color added Roller compacted concrete for pavements. Graphical Abstract: [Figure not available: see fulltext.]. © 2023, The Author(s), under exclusive licence to Chinese Society of Pavement Engineering.","Karamanoglu Mehmetbey University, Karaman, Turkey; Konya Technical University, Konya, Turkey",International Journal of Pavement Research and Technology,10.1007/s42947-023-00321-y,0,0,No,,Turkey,,,,,,,,,,,,,,,,,,,,,
102,2-s2.0-85181139073,Scopus,2023,Article,Wang X.; Hsu A.; Chakraborty T.,Citizen and machine learning-aided high-resolution mapping of urban heat exposure and stress,citizen science; heat stress; machine learning; urban heat island,"Through conversion of land cover to more built-up, impervious surfaces, cities create hotter environments than their surroundings for urban residents, with large differences expected between different parts of the city. Existing measurements of ambient air temperature and heat stress, however, are often insufficient to capture the intra-urban variability in heat exposure. This study provides a replicable method for modeling air temperature, humidity, and moist heat stress over the urban area of Chapel Hill while engaging citizens to collect high-temporal and spatially-resolved air temperature and humidity measurements. We use low-cost, consumer-grade sensors combined with satellite remote sensing data and machine learning to map urban air temperature and relative humidity over various land-cover classes to understand intra-urban spatial variability of ambient heat exposure at a relatively high resolution (10 m). Our findings show that individuals may be exposed to higher levels of air temperature and moist heat stress than weather station data suggest, and that the ambient heat exposure varies according to land cover type, with tree-covered land the coolest and built-up areas the warmest, and time of day, with higher air temperatures observed during the early afternoon. Combining our resulting dataset with sociodemographic data, policymakers and urban planners in Chapel Hill can use data output from this method to identify areas exposed to high temperature and moist heat stress as a first step to design effective mitigation measures. © 2023 The Author(s). Published by IOP Publishing Ltd.","University of North Carolina at Chapel Hill, Data-Driven EnviroLab, Chapel Hill, NC, United States; Department of Public Policy, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; University of North Carolina at Chapel Hill, Institute for Environment, Chapel Hill, NC, United States; Atmospheric Sciences & Global Change Division, Pacific Northwest National Laboratory, Richland, WA, United States",Environmental Research: Infrastructure and Sustainability,10.1088/2634-4505/acef57,0,0,,,United States,,,,,,,,,,,,,,,,,,,,,
104,WOS:001078370600001,WoS,2023,Article,"Li, Kangning; Chen, Yunhao; Jiang, Jinbao",Grading surface urban heat island and investigating factor weight based on interpretable deep learning model across global cities,Surface urban heat island; City grades; Factor weight; Different indicators; Interpretable deep learning model; Global cities,"Significant urbanization resulted in increasing surface urban heat island (SUHI) that caused negative impacts on urban ecological environment, and residential comfort. Accurately monitoring the spatiotemporal variations and understanding controls of SUHI were essential to propose effective mitigation measurements. However, SUHI grades across global cities remained unknown, which cloud greatly support for global mitigations. Additionally, quantitative evaluating factor weights for different SUHI indicators and grades worldwide remained further investigations. Therefore, this paper proposed SUHI grading based on agglomerative hierarchical clustering, and further quantified factor weights for different indicators and grades based on an interoperable machine learning named TabNet. There were three major findings. (1) Global cities were grouped into five grades, including SUCI (surface urban cool island), insignificant, low-value, medium-value, and high-value SUHI grades, indicating significant differences among different grades. SUHI grades showed significant climate-based variations, wherein the arid climate was dominated by the SUCI grade at daytime but the high-value grade at nighttime. (2) Vegetation difference was an important factor for daytime SUHII accounting for 27%. Daytime frequency of SUHI was controlled by vegetation difference, temperature, evaporation and nighttime light, accounting for 78%. The major factors for nighttime frequency were albedo differences and nighttime light, accounting for 45%. (3) Related factors contributed differently to various SUHI grades. The weight of oEVI for daytime SUHII gradually increased with grades, while it for daytime frequency and maximum duration of SUHI decreased with grades. The nighttime SUHII of the low-value grade was greatly affected by the background climate, while that of the medium-value and high-value grades were strongly impacted by anthropogenic heat flux. The diurnal contrast of grades and coupling effects with heat wave were further discussed. This paper aimed to provide information on grades and controls of SUHI for further mitigation proposal.","[Li, Kangning; Jiang, Jinbao] China Univ Min & Technol Beijing, Coll Geosci & Surveying Engn, Beijing, Peoples R China; [Chen, Yunhao] Beijing Normal Univ, Fac Geog Sci, State Key Lab Remote Sensing Sci, Beijing 100875, Peoples R China",ENVIRONMENT INTERNATIONAL,10.1016/j.envint.2023.108196,0,0,,,Peoples R China,,,,,,,,,,,,,,,,,,,,,
105,WOS:000901365300001,WoS,2022,Article,"Liu, Ziyi; Ma, Xinyao; Hu, Lihui; Liu, Yong; Lu, Shan; Chen, Huilin; Tan, Zhe",Nonlinear Cooling Effect of Street Green Space Morphology: Evidence from a Gradient Boosting Decision Tree and Explainable Machine Learning Approach,street green space morphology; land surface temperature; cooling effect; gradient boosting decision tree; interpretable machine learning,"Mitigation of the heat island effect is critical due to the frequency of extremely hot weather. Urban street greening can achieve this mitigation and improve the quality of urban spaces and people's welfare. However, a clear definition of street green space morphology is lacking, and the nonlinear mechanism of its cooling effect is still unclear; the interaction between street green space morphology and the surrounding built environment has not been investigated. This study used machine learning, deep learning, and computer vision methods to predict land surface temperature based on street green space morphology and the surrounding built environment. The performances of the XGBoost, LightGBM, and CatBoost models were then compared, and the nonlinear cooling effects offered by the street green space morphology were analyzed using the Shapley method. The results show that streets with a high level of green environment exposure (GVI > 0.4, NDVI > 4) can accommodate more types of green space morphology while maintaining the cooling effect. Additionally, the proportion of vegetation with simple geometry (FI < 0.2), large leaves (FD < 0.65), light-colored leaves (CSI > 13), and high leaf density (TDE > 3) should be increased in streets with a low level of green environment exposure (GVI < 0.1, NDVI < 2.5). Meanwhile, streets with highly variable building heights (AFI > 1.5) or large areas covered by buildings (BC > 0.3) should increase large leaf vegetation (FD < 0.65) while decreasing dark leaf vegetation (CSI < 13). The study uses machine learning methods to construct a nonlinear cooling benefit model for street green space morphology, proposes design recommendations for different street green spaces that consider climate adaptation, and provides a reference for urban thermal environment regulation.","[Liu, Ziyi; Ma, Xinyao; Hu, Lihui; Liu, Yong; Lu, Shan; Chen, Huilin] Zhejiang Sci Tech Univ, Sch Civil Engn & Architecture, Hangzhou 310018, Peoples R China; [Tan, Zhe] Nanjing Forestry Univ, Coll Landscape Architecture, Nanjing 210037, Peoples R China",LAND,10.3390/land11122220,0,0,,,Peoples R China,,,,,,,,,,,,,,,,,,,,,
