index,ID,Source,date,art_type,authors,affiliations,title,keywords,abstract,publisher,doi,citations,Citations per year,Include,ML/DL techniques,Ensemble/stacked models,Spatial,Country,Type of modelling,Pollutant analysed,Output produced,Pollutants considered,Pollutants source,Spatial resolution,Time resolution,Other data,Source of other data,Spatial resolution.1,Time resolution.1,Comments,Accuracy,Feature selection,FS Comments,Optimization,Optimization comments,Transformation,Transformation comments,Decomposition,Decomposition comments,Outlier removal,OR comments,Gap fill,GF comments,geospatial study description
771,WOS:000745216800005,WoS,2021,Article,"Yang, Lijuan; Xu, Hanqiu; Yu, Shaode","[Yang, Lijuan] Minjiang Univ, Dept Surveying & Mapping Engn, Fuzhou, Peoples R China; [Xu, Hanqiu] Fuzhou Univ, Coll Environm & Safety Engn, Fuzhou, Peoples R China; [Xu, Hanqiu] Fuzhou Univ, Inst Remote Sensing Informat Engn, Fuzhou, Peoples R China; [Xu, Hanqiu] Fuzhou Univ, Key Lab Spatial Data Min & Informat Sharing, Minist Educ, Fuzhou, Peoples R China; [Xu, Hanqiu] Fuzhou Univ, Fujian Prov Key Lab Remote Sensing Soil Eros, Fuzhou, Peoples R China; [Yu, Shaode] Commun Univ China, Coll Informat & Commun Engn, Beijing, Peoples R China; [Yu, Shaode] Commun Univ China, Key Lab Convergent Media & Intelligent Technol, Minist Educ, Beijing, Peoples R China",Estimating PM2.5 Concentrations in Contiguous Eastern Coastal Zone of China Using MODIS AOD and a Two-Stage Random Forest Model,Model evaluation/performance; Nonlinear models; Air pollution; Air quality; Software; Machine learning,"The coarse Moderate Resolution Imaging Spectroradiometer (MODIS) aerosol optical depth (AOD) product (spatial resolution: 3 km) retrieved by the dark-target algorithm always generates the missing values when being adopted to estimate the ground-level PM2.5 concentrations. In this study, we developed a two-stage random forest using MODIS 3-km AOD to obtain the PM2.5 concentrations with full coverage in a contiguous coastal developed region, i.e., Yangtze River delta-Fujian-Pearl River delta (YRD-FJ-PRD) region of China. A first-stage random forest-integrated six meteorological fields was employed to predict the missing values of AOD product, and the combined AOD (i.e., random forest-derived AOD and MODIS 3-km AOD) incorporated with other ancillary variables were developed for predicting PM2.5 concentrations within a second-stage random forest model. The results showed that the first-stage random forest could explain 94% of the AOD variability over YRD-FJ-PRD region, and we achieved a site-based cross validation (CV) R-2 of 0.87 and a time-based CV R-2 of 0.85. The full-coverage PM2.5 concentrations illustrated a spatial pattern with annual-mean PM2.5 of 46, 40, and 35 mu g m(-3) in YRD, PRD, and FJ, respectively, sharing the same trend with previous studies. Our results indicated that the proposed two-stage random forest model could be effectively used for PM2.5 estimation in different areas.",JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,10.1175/jtech-d-20-0214.1,4,2,Yes,RF,,No,Peoples R China,,,,,,,,,,,,,,,,,,,,,,,,,,
773,2-s2.0-85129031686,Scopus,2022,Article,"Dimakopoulou K., Samoli E., Analitis A., Schwartz J., Beevers S., Kitwiroon N., Beddows A., Barratt B., Rodopoulou S., Zafeiratou S., Gulliver J., Katsouyanni K.","Department of Hygiene, Epidemiology and Medical Statistics, Medical School, National and Kapodistrian University of Athens, Athens, 115 27, Greece; Department of Environmental Health, Harvard TH Chan School of Public Health, Boston, MA 02115, United States; Department of Epidemiology, Harvard TH Chan School of Public Health, Boston, MA 02115, United States; MRC Centre for Environment and Health, Imperial College London, London, SE1 9NH, United Kingdom; National Institute for Health Research Health Protection Research Unit (NIHR HPRU) in Health Impact of Environmental Hazards, Imperial College London, London, SW7 2AZ, United Kingdom; Centre for Environmental Health and Sustainability, School of Geography, Geology and the Environment, University of Leicester, University Road, Leicester, LE1 7RH, United Kingdom","Development and Evaluation of Spatio-Temporal Air Pollution Exposure Models and Their Combinations in the Greater London Area, UK",air pollution; chemical transport models; exposure modeling; land use regression; machine learning; particulate matter,"Land use regression (LUR) and dispersion/chemical transport models (D/CTMs) are frequently applied to predict exposure to air pollution concentrations at a fine scale for use in epidemiological studies. Moreover, the use of satellite aerosol optical depth data has been a key predictor especially for particulate matter pollution and when studying large populations. Within the STEAM project we present a hybrid spatio-temporal modeling framework by a) incorporating predictions from dispersion modeling of nitrogen dioxide (NO2), ozone (O3) and particulate matter with an aerodynamic diameter equal or less than 10?m (PM10) and less than 2.5?m (PM2.5) into a spatio-temporal LUR model; and b) combining the predictions LUR and dispersion modeling and additionally, only for PM2.5, from an ensemble machine learning approach using a generalized additive model (GAM). We used air pollution measurements from 2009 to 2013 from 62 fixed monitoring sites for O3, 115 for particles and up to 130 for NO2, obtained from the dense network in the Greater London Area, UK. We assessed all models following a 10-fold cross validation (10-fold CV) procedure. The hybrid models performed better compared to separate LUR models. Incorporation of the dispersion estimates in the LUR models as a predictor, improved the LUR model fit: CV-R2 increased to 0.76 from 0.71 for NO2, to 0.79 from 0.57 for PM10, to 0.81 to 0.66 for PM2.5 and to 0.75 from 0.62 for O3. The CV-R2 obtained from the hybrid GAM framework was also increased compared to separate LUR models (CV-R2 = 0.80 for NO2, 0.76 for PM10, 0.79 for PM2.5 and 0.75 for O3). Our study supports the combined use of different air pollution exposure assessment methods in a single modeling framework to improve the accuracy of spatio-temporal predictions for subsequent use in epidemiological studies. Â© 2022 by the authors. Licensee MDPI, Basel, Switzerland.",International Journal of Environmental Research and Public Health,10.3390/ijerph19095401,3,2,Yes,"LUR,GAM",,Yes,"Greece,United States,United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,
779,2-s2.0-85127610683,Scopus,2022,Article,"Hulkkonen M., Lipponen A., Mielonen T., Kokkola H., Prisle N.L.","Nano and Molecular Systems Research Unit, University of Oulu, P.O. BOX 8000, Oulu, FI-90014, Finland; Finnish Meteorological Institute, Atmospheric Research Centre of Eastern Finland, Kuopio, FI-70211, Finland; Center for Atmospheric Research, University of Oulu, P.O. BOX 4500, Oulu, FI-90014, Finland","Changes in urban air pollution after a shift in anthropogenic activity analysed with ensemble learning, competitive learning and unsupervised clustering",Air pollution; Change analysis; Particulate matter; Random forest; Self-organizing map,"Urban air pollution is a health hazard linked to anthropogenic emissions. Reliable evaluation of changes in pollutants due to altered emissions requires considering meteorological and other variability influencing concentrations. Here, a combination of ensemble learning, competitive learning and unsupervised clustering is proposed and applied to leverage the change analysis of particulate matter (PM2.5) and other pollutants. Machine Learning (ML) algorithms Random Forest (RF) and Self-Organizing Map (SOM) were trained with historical meteorological data, pollutant concentrations and traffic indicators. The importance of different variables for local PM2.5 was determined with RF. SOM was configured for multivariable cluster analysis. The trained SOM enabled predicting a cluster for new data representing conditions with shifted anthropogenic activity. The prediction forms a benchmark for the analysed period with maximized meteorological similarity, which facilitates identifying changes in ambient pollutants due to changed emissions. The method was applied to data from the start of COVID-19 pandemic, 3/2020, when emissions suddenly decreased. For measurements from Helsinki, Finland, the SOM yielded a statistically significant change in PM2.5 (?0.7%), NO2 (?33%) and O3 (+17%). Comparing data from 3/2020 to data from 3/2017Â2019 produced different results (PM2.5 ?1.7%, NO2 ?37%, O3 ?4.0%). Statistical indicators confirmed better compatibility between the analysed period and its benchmark when using the SOM prediction instead of calendar-based selection: Average RMSRE was 19%-points lower and Willmott's dr 41% higher with SOM than with 3/2017Â2019. Based on the case study and method evaluation, using ML for multivariate analysis of changed air pollution is feasible and yields meaningful results. Â© 2022 Turkish National Committee for Air Pollution Research and Control",Atmospheric Pollution Research,10.1016/j.apr.2022.101393,3,2,Yes,"RF,SOM",,Yes,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2-s2.0-85140267685,Scopus,2022,Article,"Song J., Fan H., Gao M., Xu Y., Ran M., Liu X., Guo Y.","Department of Computer Science, Hong Kong Baptist University, Hong Kong, 999077, Hong Kong; Department of Electrical and Electronic Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; Sulon Big Data Science & Technology Research Institute, Nanjing, 210036, China; Schools of Engineering, Arizona State University, Tempe, AZ 85281, United States",Toward High-Performance Map-Recovery of Air Pollution Using Machine Learning,big data; low-cost sensors; map-recovery; MCST-Tree,"Mobile and pervasive sampling of urban air pollution has been increasingly valued as a sustainable method, in terms of economic and operational factors, for surveying atmospheric environment with high space-time resolution. Specifically, fine-granular air quality (AQ) inference provides fundamental progress toward data-driven urban management, as it estimates grid-level pollutant concentrations constantly using pollutant measurement data collected from fixed and mobile sensors. In this paper, we propose a tree-based multicascade space-time learning model (MCST-Tree) for AQ inference to recover pollution maps by exploiting multisource AQ samples (fixed and mobile) and heterogeneous urban feature sets (land-use, meteorology, population, traffic, etc.). This is implemented and evaluated in a study case of Chengdu (4900 km2, 14 June to 14 July 2018), which achieves map-recovery of PM2.5 distribution based upon the sparse measurements (ca. 16.2% space-time coverage) with high-performance (symmetric mean average percentage error (SMAPE) (%) = 14.13%; R2 = 0.94). Detailed evaluations are presented through the analysis of model performance, space-time coverage of mobile sampling, and AQ inference. We conduct a series of sensitivity analyses of mobile sampling coverage, and the experimental results show that it is a critical issue to enhance the model trust, which contributes to improve the R-square from 0.81 (fixed data + 10% mobile data) to 0.94 (fixed data + 100% mobile data). The results show that the mobile sampling significantly improves the space-time modeling capability, and our proposed model has great potential to achieve map-recovery for air pollution at high spatial-temporal resolution with high performance. Â© 2022 The Authors. Published by American Chemical Society.",ACS ES and T Engineering,10.1021/acsestengg.2c00248,3,2,Yes,GBDT,STACK,Yes,"Hong Kong,United Kingdom,China,United States",,,,,,,,,,,,,,,,,,,,,,,,,,
810,2-s2.0-85139197916,Scopus,2022,Article,"Liu X., Li W.","School of Mathematics and Statistics, Lanzhou University, Lanzhou, 730000, China; Laboratory of Applied Mathematics and Complex System, Center of Applied Mathematics of Gansu, Center for Data Science, School of Mathematics and Statistics, Lanzhou University, Lanzhou, 730000, China",MGC-LSTM: a deep learning model based on graph convolution of multiple graphs for PM2.5 prediction,Adjacency matrix; Air pollution; Graph neural network; PM2.5 forecasting; Spatiotemporal data modeling,"PM2.5, as the main component of haze, is a serious hazard to human health. Accurate prediction of PM2.5 concentration can help the government to effectively reduce the damage caused by haze events. The prediction of PM2.5 concentration using deep learning models has gradually become a research hotspot. For predicting PM2.5 concentration considering the non-Euclidean distribution characteristics of air quality monitoring stations and the time-series characteristics of pollutant concentration data, a hybrid model combining multi-graph convolution and Long Short-Term Memory network (MGC-LSTM) was proposed in this study, based on the six pollutant concentration data of CO, NO2, O3, PM10, PM2.5, and SO2. Two different methods are used in the study to construct adjacency matrices to build multiple graphs composed of stations, and then, the two matrices were fused into a new graph. We use the adjacency matrix of the new graph and Graph Convolutional Network (GCN) to extract spatial features of the input data, and then transfer the results of GCN into Long Short-Term Memory network (LSTM) to obtain the predicted values of PM2.5 concentration. This empirical study shows that the newly constructed model makes full use of spatiotemporal information and has higher prediction accuracy compared with that of the comparison model. Â© 2022, The Author(s) under exclusive licence to Iranian Society of Environmentalists (IRSEN) and Science and Research Branch, Islamic Azad University.",International Journal of Environmental Science and Technology,10.1007/s13762-022-04553-6,3,2,Yes,"MGC,LSTM",,Yes,China,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2-s2.0-85130685928,Scopus,2022,Article,"Gunasekar S., Joselin Retna Kumar G., Dileep Kumar Y.","Department of Electronics and Instrumentation Engineering, SRM Institute of Science and Technology, Tamil Nadu, Chennai, 603203, India; Department of Electronics and Instrumentation Engineering, Sree Vidyanikethan Engineering College, Andhra Pradesh, Tirupati, 517102, India",Sustainable optimized LSTM-based intelligent system for air quality prediction in Chennai,Air quality prediction; ARIMA model; CNN-LSTM model; Delhi air pollution; Fine-tuning hyperparameters; Tuna swarm optimization,"Nowadays, air quality prediction is the most essential process taken by an Indian government. Due to poor quality of air, unhealthy lifestyle and premature deaths of humans have arisen in India, especially in Delhi. Not only has a humanÂs health, but the air pollution also made a huge impact on several areas like economy, agriculture and road accidents, etc. In recent times, deep learning (DL) technologies are influenced every application rapidly even in air pollution prediction. In this work, the novel optimised DL algorithms are proposed for the efficient prediction of air quality particularly focussing on Chennai, Tamil Nadu. To provide higher accuracy in air quality prediction, the novel optimised DL algorithms are proposed which is combined several models like ARIMA and CNN-LSTM and Tuna Optimization Algorithm, respectively. Initially, CNN and LSTM are combined to provide hybrid architecture. Next, the metaheuristics-based tuna swarm optimization model is applied for fine-tuning the hyperparameters of the CNN-LSTM model which is known as the Tuna Optimised CNN-LSTM (TOCL) method. Finally, the novel TOCL is applied to the residuals of the ARIMA model to form an ARIMA- TOCL (ARTOCL) model. As a result, the novel ARTOCL is learned and performed with an optimal air quality prediction. The metrics of the Hybrid ARTOCL model are evaluated as a better mean absolute error (MAE), root mean squared error (RMSE), R2 score and the normalized RMSE (nRMSE) with higher accuracy than the previous models. The results show that the proposed prediction model has 22.6% R2 improvement, 14.6% MAE reductions, 22% RMSE reductions and 16.45% nRMSE reductions than the existing models. Â© 2022, The Author(s) under exclusive licence to Institute of Geophysics, Polish Academy of Sciences & Polish Academy of Sciences.",Acta Geophysica,10.1007/s11600-022-00796-6,4,2,Yes,"CNN,LSTM",,Yes,India,,,,,,,,,,,,,,,,,,,,,,,,,,
855,WOS:000774388000001,WoS,2022,Article,"Sekula, Piotr; Ustrnul, Zbigniew; Bokwa, Anita; Bochenek, Bogdan; Zimnoch, Miroslaw","[Sekula, Piotr; Zimnoch, Miroslaw] AGH Univ Sci & Technol, Fac Phys & Appl Comp Sci, PL-30059 Krakow, Poland; [Sekula, Piotr; Ustrnul, Zbigniew; Bochenek, Bogdan] IMGW PIB, Natl Res Inst, Inst Meteorol & Water Management, PL-01673 Warsaw, Poland; [Ustrnul, Zbigniew; Bokwa, Anita] Jagiellonian Univ, Inst Geog & Spatial Management, PL-30387 Krakow, Poland",Random Forests Assessment of the Role of Atmospheric Circulation in PM10 in an Urban Area with Complex Topography,random forests; atmospheric circulation; air quality; machine learning; complex topography,"This study presents the assessment of the quantitative influence of atmospheric circulation on the pollutant concentration in the area of Krakow, Southern Poland, for the period 2000-2020. The research has been realized with the application of different statistical parameters, synoptic meteorology tools, the Random Forests machine learning method, and multilinear regression analyses. Another aim of the research was to evaluate the types of atmospheric circulation classification methods used in studies on air pollution dispersion and to assess the possibility of their application in air quality management, including short-term PM10 daily forecasts. During the period analyzed, a significant decreasing trend of pollutants' concentrations and varying atmospheric circulation conditions was observed. To understand the relation between PM10 concentration and meteorological conditions and their significance, the Random Forests algorithm was applied. Observations from meteorological stations, air quality measurements and ERA-5 reanalysis were used. The meteorological database was used as an input to models that were trained to predict daily PM10 concentration and its day-to-day changes. This study made it possible to distinguish the dominant circulation types with the highest probability of occurrence of poor air quality or a significant improvement in air quality conditions. Apart from the parameters whose significant influence on air quality is well established (air temperature and wind speed at the ground and air temperature gradient), the key factor was also the gradient of relative air humidity and wind shear in the lowest troposphere. Partial dependence calculated with the use of the Random Forests model made it possible to better analyze the impact of individual meteorological parameters on the PM10 daily concentration. The analysis has shown that, for areas with a diversified topography, it is crucial to use the variability of the atmospheric circulation during the day to better forecast air quality.",SUSTAINABILITY,10.3390/su14063388,4,2,Yes,"LR,RF",,No,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2-s2.0-85166784745,Scopus,2023,Article,Wu H.; Yang T.; Li H.; Zhou Z.,"College of Science, Shenyang University of Chemical Technology, Liaoning, Shenyang, China",Air quality prediction model based on mRMR–RF feature selection and ISSA–LSTM,,"Severe air pollution poses a significant threat to public safety and human health. Predicting future air quality conditions is crucial for implementing pollution control measures and guiding residents' activity choices. However, traditional single-module machine learning models suffer from long training times and low prediction accuracy. To improve the accuracy of air quality forecasting, this paper proposes a ISSA–LSTM model-based approach for predicting the air quality index (AQI). The model consists of three main components: random forest (RF) and mRMR, improved sparrow search algorithm (ISSA), and long short-term memory network (LSTM). Firstly, RF–mRMR is used to select the influential variables affecting AQI, thereby enhancing the model's performance. Next, ISSA algorithm is employed to optimize the hyperparameters of LSTM, further improving the model’s performance. Finally, LSTM model is utilized to predict AQI concentrations. Through comparative experiments, it is demonstrated that the ISSA–LSTM model outperforms other models in terms of RMSE and R2, exhibiting higher prediction accuracy. The model's predictive performance is validated across different time steps, demonstrating minimal prediction errors. Therefore, the ISSA–LSTM model is a viable and effective approach for accurately predicting AQI. © 2023, Springer Nature Limited.",Scientific Reports,10.1038/s41598-023-39838-4,2,2,Yes,LSTM,,,China,,,,,,,,,,,,,,Minimum Redundancy Maximum Relevance (MRMR) in Random Forest,, improved sparrow search algorithm (ISSA),,,,,,,,,,
962,2-s2.0-85165240614,Scopus,2023,Article,Ravindiran G.; Hayder G.; Kanagarathinam K.; Alagumalai A.; Sonne C.,"Institute of Energy Infrastructure, Universiti Tenaga Nasional (UNITEN), Selangor Darul Ehsan, Kajang, 43000, Malaysia; Department of Civil Engineering, VNR Vignana Jyothi Institute of Engineering and Technology, Telangana, Hyderabad, 500090, India; Department of Civil Engineering, College of Engineering, Universiti Tenaga Nasional (UNITEN), Selangor Darul Ehsan, Kajang, 43000, Malaysia; Department of Electrical and Electronics Engineering, GMR Institute of Technology, Andhra Pradesh, Rajam, 532 127, India; Department of Chemical and Petroleum Engineering, University of Calgary, Calgary, Canada; Aarhus University, Faculty of Technical Sciences, Department of Ecoscience, Roskilde, DK-4000, Denmark; Cluster, School of Engineering, University of Petroleum & Energy Studies, Uttarakhand, Dehradun, 248007, India",Air quality prediction by machine learning models: A predictive study on the indian coastal city of Visakhapatnam,Air quality index; Climate action; Gaseous pollutants; Meteorological parameters; Particulate matter,"Clean air is critical component for health and survival of human and wildlife, as atmospheric pollution is associated with a number of significant diseases including cancer. However, due to rapid industrialization and population growth, activities such as transportation, household, agricultural, and industrial processes contribute to air pollution. As a result, air pollution has become a significant problem in many cities, especially in emerging countries like India. To maintain ambient air quality, regular monitoring and forecasting of air pollution is necessary. For that purpose, machine learning has emerged as a promising technique for predicting the Air Quality Index (AQI) compared to conventional methods. Here we apply the AQI to the city of Visakhapatnam, Andhra Pradesh, India, focusing on 12 contaminants and 10 meteorological parameters from July 2017 to September 2022. For this purpose, we employed several machine learning models, including LightGBM, Random Forest, Catboost, Adaboost, and XGBoost. The results show that the Catboost model outperformed other models with an R2 correlation coefficient of 0.9998, a mean absolute error (MAE) of 0.60, a mean square error (MSE) of 0.58, and a root mean square error (RMSE) of 0.76. The Adaboost model had the least effective prediction with an R2 correlation coefficient of 0.9753. In summary, machine learning is a promising technique for predicting AQI with Catboost being the best-performing model for AQI prediction. Moreover, by leveraging historical data and machine learning algorithms enables accurate predictions of future urban air quality levels on a global scale. © 2023 The Authors",Chemosphere,10.1016/j.chemosphere.2023.139518,2,2,Yes,"LGBM,RF,CB,AB,XGB",,,"Malaysia,India,Canada,Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,
986,2-s2.0-85154068431,Scopus,2023,Article,Wang S.; Ren Y.; Xia B.; Liu K.; Li H.,"School of Environment, Nanjing Normal University, Nanjing, 210023, China; School of Mathematics and Computer Science, Yan'an University, Yan'an, 716000, China",Prediction of atmospheric pollutants in urban environment based on coupled deep learning model and sensitivity analysis,Atmospheric pollutants; Attention mechanism; Convolutional neural network; Long short-term memory network; Sensitivity analysis,"Accurate and efficient predictions of pollutants in the atmosphere provide a reliable basis for the scientific management of atmospheric pollution. This study develops a model that combines an attention mechanism, convolutional neural network (CNN), and long short-term memory (LSTM) unit to predict the O3 and PM2.5 levels in the atmosphere, as well as an air quality index (AQI). The prediction results given by the proposed model are compared with those from CNN-LSTM and LSTM models as well as random forest and support vector regression models. The proposed model achieves a correlation coefficient between the predicted and observed values of more than 0.90, outperforming the other four models. The model errors are also consistently lower when using the proposed approach. Sobol-based sensitivity analysis is applied to identify the variables that make the greatest contribution to the model prediction results. Taking the COVID-19 outbreak as the time boundary, we find some homology in the interactions among the pollutants and meteorological factors in the atmosphere during different periods. Solar irradiance is the most important factor for O3, CO is the most important factor for PM2.5, and particulate matter has the most significant effect on AQI. The key influencing factors are the same over the whole phase and before the COVID-19 outbreak, indicating that the impact of COVID-19 restrictions on AQI gradually stabilized. Removing variables that contribute the least to the prediction results without affecting the model prediction performance improves the modeling efficiency and reduces the computational costs. © 2023 Elsevier Ltd",Chemosphere,10.1016/j.chemosphere.2023.138830,2,2,Yes,"CNN,LSTM",,,China,,,,,,,,,,,,,,,,,,,,,,,,,,
997,2-s2.0-85160016484,Scopus,2023,Article,Guo R.; Zhang Q.; Yu X.; Qi Y.; Zhao B.,"Department of Computer Science and Engineering, Northwest Normal University, Gansu Province, Lanzhou, 730070, China; School for Environment and Sustainability, University of Michigan, Ann Arbor, 48109, MI, United States",A deep spatio-temporal learning network for continuous citywide air quality forecast based on dense monitoring data,Air pollution; Air quality forecast; Deep learning; Dense monitoring data; Particulate matter; PM<sub>2.5</sub>,"As urban air pollution becomes a severe environmental and societal issue globally, there is an increasing need on making air quality forecasts to prevent health and capital loss. Currently, most of the studies only provide air pollution forecasts on single or multiple sites, rather than citywide information. Due to complex urban structure and spatial transportation of air pollutants, the distribution of citywide air quality can be highly varying, which makes it extremely challenging to make accurate forecasts. Here, we address this challenge by exploring the potential of combining the dense air quality monitoring data with the deep learning technique. By using the fine-granular PM2.5 concentrations data collected from 417 micro monitoring stations in Lanzhou City, China, we proposed an end-to-end method to predict future citywide PM2.5 concentrations at 500 m × 500 m × 1 h resolution. This method consists of a spatio-temporal transformation component and a spatio-temporal prediction component, of which the former is responsible for converting PM2.5 concentration data into spatial-maps, while the spatio-temporal prediction network (i.e., Air-PredNet in our study) based on ConvLSTM in the latter is responsible for capturing the spatio-temporal characterizations in the spatial-map sequences and finally generating citywide air quality forecasts. The results show that our method can accurately predict the spatial distribution and variations of PM2.5 concentration with an RMSE of 2.12 μg/m3 for 1-h prediction and an RMSE of 4.09 μg/m3 for 6-h prediction. In addition, we also proved the robustness of Air-PredNet based on the prediction performance for O3 and NO2. Our results demonstrate the potential and feasibility of dense monitoring data combined with advanced data science methods for citywide urban air quality forecast, which supports the urban atmospheric environment fine management and decision-making. © 2023 Elsevier Ltd",Journal of Cleaner Production,10.1016/j.jclepro.2023.137568,2,2,Yes,"CNN,LSTM",,,"China,United States",,,,,,,,,,,,,,,,,,,,,,,,,,
1004,2-s2.0-85159284443,Scopus,2023,Article,Shu Y.; Ding C.; Tao L.; Hu C.; Tie Z.,"School of Information Science and Technology, Zhejiang Sci-Tech University, Hangzhou, 310018, China; Focused Photonics (Hangzhou) Inc, Hangzhou, 310052, China; School of Computer Science and Technology, Zhejiang Sci-Tech University, Hangzhou, 310018, China; Keyi College, Zhejiang Sci-Tech University, Shaoxing, 312369, China",Air Pollution Prediction Based on Discrete Wavelets and Deep Learning,air pollution predict; deep learning; discrete wavelet transform; multivariate forecasting,"Air pollution directly affects people’s life and work and is an important factor affecting public health. An accurate prediction of air pollution can provide a credible foundation for determining the social activities of individuals. Scholars have, thus, proposed a variety of models and techniques for predicting air pollution. However, most of these studies are focused on the prediction of individual pollution factors and perform poorly when multiple pollutants need to be predicted. This paper offers a DW-CAE model that may strike a balance between overall accuracy and local univariate prediction accuracy in order to observe the trend of air pollution more comprehensively. The model combines deep learning and signal processing techniques by employing discrete wavelet transform to obtain the high and low-frequency features of the target sequence, designing a feature extraction module to capture the relationship between the variables, and feeding the resulting feature matrix to an LSTM-based autoencoder for prediction. The DW-CAE model was used to make predictions on the Beijing (Formula presented.) dataset and the Yining air pollution dataset, and its prediction accuracy was compared to that of eight baseline models, such as LSTM, IMV-Full, and DARNN. The evaluation results indicate that the proposed DW-CAE model is more accurate than other baseline models at predicting single and multiple pollution factors, and the R2 of each variable is all higher than 93% for the overall prediction of the six air pollutants. This demonstrates the efficacy of the DW-CAE model, which can give technical and theoretical assistance for the forecast, prevention, and control of overall air pollution. © 2023 by the authors.",Sustainability (Switzerland),10.3390/su15097367,2,2,Yes,LSTM,,,China,,,,,,,,,,,,,,,,,,discrete wavelet transform,,,,,,,,
1015,2-s2.0-85163745368,Scopus,2023,Article,Karthikeyan B.; Mohanasundaram R.; Suresh P.; Jagan Babu J.,"Department of Information Technology, Panimalar Engineering College, Chennai, India; School of Computer Science and Engineering, VIT, Vellore, India; Department of Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, 641407, India; Department of Electronics and Communication Engineering, R.M.D Engineering College, Kavaraipettai, Chennai, India",Deep learning and machine learning based air pollution prediction model for smart environment design planning,Air pollution monitoring; deep learning; parameter optimization; smart environment; sustainability,"For the past few decades, owing to human activities, urbanization, and industrialization, air pollution is becoming severe across several countries. Deep Learning (DL) and Machine Learning (ML) techniques had great contribution to the development of methods in various aspects of prediction, planning, and uncertainty analysis of smart cities and urban advancement in the current scenario. Many of the cities which are developed suffered from severe air quality (AQ) because of the rapid growth in industrialization and population. In this paper, we introduce a deep learning based air pollution prediction model for smart environment design planning (DLAPP-SEDP). The presented DLAPP-SEDP technique majorly intends to predict the level of air pollution in the smart environment. It follows a three-stage process namely data pre-processing, air pollution prediction, and hyperparameter tuning. At the initial stage, the presented DLAPP-SEDP technique performs various levels of data pre-processing such as missing value replacement, categorical value encoding, normalization, and feature selection. In the next stage, the DLAPP-SEDP technique employs graph convolutional network (GCN) model. Finally, the DLAPP-SEDP technique utilizes atomic orbital search optimization (AOSO) algorithm for optimal hyperparameter tuning process, showing the novelty of the work. To demonstrate the enhanced predictive efficiency of the DLAPP-SEDP method, a wide-ranging experimental analysis can be carried out. The experimental values assured the enhancements of the DLAPP-SEDP method over other recent techniques. © 2023 Global NEST Printed in Greece. All rights reserved.",Global Nest Journal,10.30955/gnj.004735,2,2,Yes,GCN,,,India,,,,,,,,,,,,,,,, atomic orbital search optimization (AOSO),,,,,,,,,,
